DBN,Grade,Year,Number_Tested,Mean_Scale_Score,Num_Level1,Pct_Level1,Num_Level2,Pct_Level2,Num_Level3,Pct_Level3,Num_Level4,Pct_Level4,Num_Level3_and4,Pct_Level3_and4,School_Type,School_Name_x,Borough,Program_Type,Average_Class_Size,School_Name_y,Female_Percentage,Male_Percentage,Asian_Percentage,Black_Percentage,Hispanic_Percentage,Other_Percentage,White_Percentage,Avg_Major_N,Avg_No_Crim_N,Avg_Vio_N,School_Name,Eng_p_11,Aca_p_11,Eng_t_11,Aca_t_11,Eng_s_11,Aca_s_11,Funding
01M450,8,2011,55,673,2,3.6,24,43.6,27,49.1,2,3.6,29,52.7,Public,M,East Side Community School,GEN ED,25.5,East Side Community School,0.467,0.5329999999999999,0.08,0.254,0.5660000000000001,0.003,0.09699999999999999,0.33,1.76,0.59,East Side Community School,8.1,8.4,8.0,8.8,,7.7456046748,3981706
01M450,8,2011,55,673,2,3.6,24,43.6,27,49.1,2,3.6,29,52.7,Public,M,East Side Community School,GEN ED,20.5,East Side Community School,0.467,0.5329999999999999,0.08,0.254,0.5660000000000001,0.003,0.09699999999999999,0.33,1.76,0.59,East Side Community School,8.1,8.4,8.0,8.8,,7.7456046748,3981706
01M450,8,2011,55,673,2,3.6,24,43.6,27,49.1,2,3.6,29,52.7,Public,M,East Side Community School,GEN ED,21.7,East Side Community School,0.467,0.5329999999999999,0.08,0.254,0.5660000000000001,0.003,0.09699999999999999,0.33,1.76,0.59,East Side Community School,8.1,8.4,8.0,8.8,,7.7456046748,3981706
01M539,3,2011,109,714,0,0,2,1.8,41,37.6,66,60.6,107,98.2,Public,,,,21.7807618129,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,4,2011,102,739,0,0,0,0,5,4.9,97,95.1,102,100,Public,,,,21.7807618129,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,5,2011,74,726,0,0,1,1.4,8,10.8,65,87.8,73,98.6,Public,,,,21.7807618129,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,6,2011,134,732,0,0,3,2.2,13,9.7,118,88.1,131,97.8,Public,M,Lower East Side Preparatory High School,GEN ED,13.5,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,7,2011,115,732,0,0,2,1.7,10,8.7,103,89.6,113,98.3,Public,M,Lower East Side Preparatory High School,GEN ED,14.9,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,14.0,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,14.5,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,21.8,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,30.6,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,27.7,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,25.4,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,12.5,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,25.1,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,28.4,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,26.3,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,22.8,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,28.8,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,25.4,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,24.9,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,Lower East Side Preparatory High School,GEN ED,21.0,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,"New Explorations into Science, Technology and Math High School",GEN ED,26.7,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,"New Explorations into Science, Technology and Math High School",GEN ED,29.0,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,"New Explorations into Science, Technology and Math High School",GEN ED,30.5,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M539,8,2011,142,724,0,0,1,0.7,22,15.5,119,83.8,141,99.3,Public,M,"New Explorations into Science, Technology and Math High School",GEN ED,24.5,"New Explorations into Science, Technology and Math",0.516,0.484,0.26,0.121,0.152,0.009000000000000001,0.45799999999999996,0.81,6.51,1.78,"New Explorations into Science, Technology and Math",7.9,8.4,5.9,7.3,7.0,7.7,6803558
01M839,6,2011,121,682,7,5.8,31,25.6,53,43.8,30,24.8,83,68.6,Public,M,Cascades High School,GEN ED,31.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
01M839,6,2011,121,682,7,5.8,31,25.6,53,43.8,30,24.8,83,68.6,Public,M,Cascades High School,GEN ED,32.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
01M839,7,2011,111,691,0,0,23,20.7,34,30.6,54,48.6,88,79.3,Public,M,Cascades High School,GEN ED,30.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
01M839,7,2011,111,691,0,0,23,20.7,34,30.6,54,48.6,88,79.3,Public,M,Cascades High School,GEN ED,32.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
01M839,8,2011,124,679,7,5.6,38,30.6,57,46,22,17.7,79,63.7,Public,M,Cascades High School,GEN ED,30.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
01M839,8,2011,124,679,7,5.6,38,30.6,57,46,22,17.7,79,63.7,Public,M,Cascades High School,GEN ED,32.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
01M839,8,2011,124,679,7,5.6,38,30.6,57,46,22,17.7,79,63.7,Public,M,Cascades High School,GEN ED,11.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
01M839,8,2011,124,679,7,5.6,38,30.6,57,46,22,17.7,79,63.7,Public,M,Cascades High School,GEN ED,10.0,Tompkins Square Middle School,0.506,0.494,0.237,0.11800000000000001,0.47600000000000003,0.023,0.147,,2.44092982963,,Tompkins Square Middle School,8.2,8.5,8.4,8.7,7.8,8.1,2271297
02M001,3,2011,73,693,5,6.8,22,30.1,27,37,19,26,46,63,Public,M,Cascades High School,GEN ED,19.0,P.S. 001 Alfred E. Smith,0.436,0.564,0.688,0.11599999999999999,0.16699999999999998,0.011000000000000001,0.018000000000000002,0.35,1.09,0.5,P.S. 001 Alfred E. Smith,7.5,7.5,6.3,6.8,,7.7456046748,2956032
02M001,3,2011,73,693,5,6.8,22,30.1,27,37,19,26,46,63,Public,M,Cascades High School,GEN ED,18.0,P.S. 001 Alfred E. Smith,0.436,0.564,0.688,0.11599999999999999,0.16699999999999998,0.011000000000000001,0.018000000000000002,0.35,1.09,0.5,P.S. 001 Alfred E. Smith,7.5,7.5,6.3,6.8,,7.7456046748,2956032
02M001,4,2011,65,705,3,4.6,7,10.8,24,36.9,31,47.7,55,84.6,Public,M,Cascades High School,GEN ED,21.7,P.S. 001 Alfred E. Smith,0.436,0.564,0.688,0.11599999999999999,0.16699999999999998,0.011000000000000001,0.018000000000000002,0.35,1.09,0.5,P.S. 001 Alfred E. Smith,7.5,7.5,6.3,6.8,,7.7456046748,2956032
02M001,5,2011,88,695,3,3.4,16,18.2,32,36.4,37,42,69,78.4,Public,M,Cascades High School,GEN ED,28.7,P.S. 001 Alfred E. Smith,0.436,0.564,0.688,0.11599999999999999,0.16699999999999998,0.011000000000000001,0.018000000000000002,0.35,1.09,0.5,P.S. 001 Alfred E. Smith,7.5,7.5,6.3,6.8,,7.7456046748,2956032
02M002,3,2011,129,694,4,3.1,23,17.8,75,58.1,27,20.9,102,79.1,Public,M,Bard High School Early College,GEN ED,22.2,P.S. 002 Meyer London,0.46799999999999997,0.532,0.8270000000000001,0.078,0.073,0.0,0.022000000000000002,0.52,2.49,0.75,P.S. 002 Meyer London,7.6,7.6,7.2,7.8,,7.7456046748,4448589
02M002,3,2011,129,694,4,3.1,23,17.8,75,58.1,27,20.9,102,79.1,Public,M,Bard High School Early College,GEN ED,21.0,P.S. 002 Meyer London,0.46799999999999997,0.532,0.8270000000000001,0.078,0.073,0.0,0.022000000000000002,0.52,2.49,0.75,P.S. 002 Meyer London,7.6,7.6,7.2,7.8,,7.7456046748,4448589
02M002,4,2011,136,713,2,1.5,15,11,32,23.5,87,64,119,87.5,Public,M,Bard High School Early College,GEN ED,22.2,P.S. 002 Meyer London,0.46799999999999997,0.532,0.8270000000000001,0.078,0.073,0.0,0.022000000000000002,0.52,2.49,0.75,P.S. 002 Meyer London,7.6,7.6,7.2,7.8,,7.7456046748,4448589
02M002,4,2011,136,713,2,1.5,15,11,32,23.5,87,64,119,87.5,Public,M,Bard High School Early College,GEN ED,24.0,P.S. 002 Meyer London,0.46799999999999997,0.532,0.8270000000000001,0.078,0.073,0.0,0.022000000000000002,0.52,2.49,0.75,P.S. 002 Meyer London,7.6,7.6,7.2,7.8,,7.7456046748,4448589
02M002,5,2011,145,706,5,3.4,15,10.3,51,35.2,74,51,125,86.2,Public,M,Bard High School Early College,GEN ED,28.5,P.S. 002 Meyer London,0.46799999999999997,0.532,0.8270000000000001,0.078,0.073,0.0,0.022000000000000002,0.52,2.49,0.75,P.S. 002 Meyer London,7.6,7.6,7.2,7.8,,7.7456046748,4448589
02M002,5,2011,145,706,5,3.4,15,10.3,51,35.2,74,51,125,86.2,Public,M,Bard High School Early College,GEN ED,25.0,P.S. 002 Meyer London,0.46799999999999997,0.532,0.8270000000000001,0.078,0.073,0.0,0.022000000000000002,0.52,2.49,0.75,P.S. 002 Meyer London,7.6,7.6,7.2,7.8,,7.7456046748,4448589
02M003,3,2011,104,700,1,1,11,10.6,60,57.7,32,30.8,92,88.5,Public,,,,21.7807618129,P.S. 003 Charrette School,0.47200000000000003,0.528,0.055999999999999994,0.076,0.14400000000000002,0.076,0.647,0.52,2.49,0.75,P.S. 003 Charrette School,8.9,8.8,8.9,9.0,,7.7456046748,3299908
02M003,4,2011,79,701,2,2.5,5,6.3,43,54.4,29,36.7,72,91.1,Public,M,Tompkins Square Middle School,GEN ED,31.0,P.S. 003 Charrette School,0.47200000000000003,0.528,0.055999999999999994,0.076,0.14400000000000002,0.076,0.647,0.52,2.49,0.75,P.S. 003 Charrette School,8.9,8.8,8.9,9.0,,7.7456046748,3299908
02M003,5,2011,99,687,4,4,17,17.2,57,57.6,21,21.2,78,78.8,Public,M,Tompkins Square Middle School,GEN ED,26.0,P.S. 003 Charrette School,0.47200000000000003,0.528,0.055999999999999994,0.076,0.14400000000000002,0.076,0.647,0.52,2.49,0.75,P.S. 003 Charrette School,8.9,8.8,8.9,9.0,,7.7456046748,3299908
02M006,3,2011,136,703,0,0,10,7.4,73,53.7,53,39,126,92.6,Public,M,P.S. 001 Alfred E. Smith,GEN ED,25.5,P.S. 006 Lillie D. Blake,0.466,0.534,0.10099999999999999,0.032,0.1,0.069,0.6970000000000001,0.52,2.49,0.75,P.S. 006 Lillie D. Blake,8.3,8.4,7.3,7.8,,7.7456046748,4155406
02M006,4,2011,116,720,0,0,7,6,29,25,80,69,109,94,Public,M,P.S. 001 Alfred E. Smith,GEN ED,29.0,P.S. 006 Lillie D. Blake,0.466,0.534,0.10099999999999999,0.032,0.1,0.069,0.6970000000000001,0.52,2.49,0.75,P.S. 006 Lillie D. Blake,8.3,8.4,7.3,7.8,,7.7456046748,4155406
02M006,5,2011,114,719,2,1.8,5,4.4,30,26.3,77,67.5,107,93.9,Public,M,P.S. 001 Alfred E. Smith,GEN ED,29.3,P.S. 006 Lillie D. Blake,0.466,0.534,0.10099999999999999,0.032,0.1,0.069,0.6970000000000001,0.52,2.49,0.75,P.S. 006 Lillie D. Blake,8.3,8.4,7.3,7.8,,7.7456046748,4155406
02M011,3,2011,95,696,3,3.2,19,20,49,51.6,24,25.3,73,76.8,Public,M,P.S. 002 Meyer London,GEN ED,26.0,P.S. 011 William T. Harris,0.455,0.545,0.115,0.125,0.322,0.027999999999999997,0.409,0.52,2.49,0.75,P.S. 011 William T. Harris,8.6,8.8,8.7,9.2,,7.7456046748,3442299
02M011,4,2011,85,704,2,2.4,11,12.9,32,37.6,40,47.1,72,84.7,Public,M,P.S. 003 Charrette School,GEN ED,19.0,P.S. 011 William T. Harris,0.455,0.545,0.115,0.125,0.322,0.027999999999999997,0.409,0.52,2.49,0.75,P.S. 011 William T. Harris,8.6,8.8,8.7,9.2,,7.7456046748,3442299
02M011,5,2011,76,710,1,1.3,7,9.2,25,32.9,43,56.6,68,89.5,Public,M,P.S. 003 Charrette School,GEN ED,22.0,P.S. 011 William T. Harris,0.455,0.545,0.115,0.125,0.322,0.027999999999999997,0.409,0.52,2.49,0.75,P.S. 011 William T. Harris,8.6,8.8,8.7,9.2,,7.7456046748,3442299
02M011,5,2011,76,710,1,1.3,7,9.2,25,32.9,43,56.6,68,89.5,Public,M,P.S. 003 Charrette School,GEN ED,17.0,P.S. 011 William T. Harris,0.455,0.545,0.115,0.125,0.322,0.027999999999999997,0.409,0.52,2.49,0.75,P.S. 011 William T. Harris,8.6,8.8,8.7,9.2,,7.7456046748,3442299
02M033,3,2011,47,692,1,2.1,9,19.1,30,63.8,7,14.9,37,78.7,Public,,,,21.7807618129,P.S. 033 Chelsea Prep,0.501,0.499,0.207,0.223,0.396,0.018000000000000002,0.155,0.33,1.76,0.59,P.S. 033 Chelsea Prep,9.2,9.3,8.8,9.1,,7.7456046748,2058507
02M033,4,2011,36,694,0,0,11,30.6,11,30.6,14,38.9,25,69.4,Public,M,P.S. 006 Lillie D. Blake,GEN ED,18.0,P.S. 033 Chelsea Prep,0.501,0.499,0.207,0.223,0.396,0.018000000000000002,0.155,0.33,1.76,0.59,P.S. 033 Chelsea Prep,9.2,9.3,8.8,9.1,,7.7456046748,2058507
02M033,5,2011,55,690,0,0,17,30.9,27,49.1,11,20,38,69.1,Public,M,P.S. 006 Lillie D. Blake,GEN ED,5.5,P.S. 033 Chelsea Prep,0.501,0.499,0.207,0.223,0.396,0.018000000000000002,0.155,0.33,1.76,0.59,P.S. 033 Chelsea Prep,9.2,9.3,8.8,9.1,,7.7456046748,2058507
02M040,3,2011,88,695,2,2.3,11,12.5,57,64.8,18,20.5,75,85.2,Public,M,P.S. 011 William T. Harris,GEN ED,29.0,P.S. 040 Augustus Saint-Gaudens,0.491,0.509,0.121,0.055999999999999994,0.136,0.048,0.64,,2.44092982963,,P.S. 040 Augustus Saint-Gaudens,8.6,8.6,7.8,8.5,,7.7456046748,2972169
02M040,4,2011,82,706,1,1.2,9,11,29,35.4,43,52.4,72,87.8,Public,,,,21.7807618129,P.S. 040 Augustus Saint-Gaudens,0.491,0.509,0.121,0.055999999999999994,0.136,0.048,0.64,,2.44092982963,,P.S. 040 Augustus Saint-Gaudens,8.6,8.6,7.8,8.5,,7.7456046748,2972169
02M040,5,2011,77,715,1,1.3,5,6.5,23,29.9,48,62.3,71,92.2,Public,M,P.S. 011 William T. Harris,GEN ED,26.5,P.S. 040 Augustus Saint-Gaudens,0.491,0.509,0.121,0.055999999999999994,0.136,0.048,0.64,,2.44092982963,,P.S. 040 Augustus Saint-Gaudens,8.6,8.6,7.8,8.5,,7.7456046748,2972169
02M041,3,2011,111,699,1,0.9,19,17.1,60,54.1,31,27.9,91,82,Public,M,P.S. 011 William T. Harris,GEN ED,23.0,P.S. 041 Greenwich Village,0.491,0.509,0.1,0.033,0.086,0.033,0.748,0.52,2.49,0.75,P.S. 041 Greenwich Village,8.5,8.8,8.8,8.9,,7.7456046748,3854910
02M041,4,2011,117,716,0,0,9,7.7,28,23.9,80,68.4,108,92.3,Public,,,,21.7807618129,P.S. 041 Greenwich Village,0.491,0.509,0.1,0.033,0.086,0.033,0.748,0.52,2.49,0.75,P.S. 041 Greenwich Village,8.5,8.8,8.8,8.9,,7.7456046748,3854910
02M041,5,2011,105,709,2,1.9,9,8.6,40,38.1,54,51.4,94,89.5,Public,,,,21.7807618129,P.S. 041 Greenwich Village,0.491,0.509,0.1,0.033,0.086,0.033,0.748,0.52,2.49,0.75,P.S. 041 Greenwich Village,8.5,8.8,8.8,8.9,,7.7456046748,3854910
02M042,3,2011,119,703,1,0.8,11,9.2,64,53.8,43,36.1,107,89.9,Public,M,P.S. 033 Chelsea Prep,GEN ED,21.2,P.S. 042 Benjamin Altman,0.473,0.527,0.9329999999999999,0.012,0.04,0.0,0.015,0.52,2.49,0.75,P.S. 042 Benjamin Altman,7.6,7.5,7.8,8.3,,7.7456046748,4400417
02M042,4,2011,117,707,0,0,14,12,49,41.9,54,46.2,103,88,Public,,,,21.7807618129,P.S. 042 Benjamin Altman,0.473,0.527,0.9329999999999999,0.012,0.04,0.0,0.015,0.52,2.49,0.75,P.S. 042 Benjamin Altman,7.6,7.5,7.8,8.3,,7.7456046748,4400417
02M042,5,2011,127,713,1,0.8,13,10.2,38,29.9,75,59.1,113,89,Public,M,P.S. 033 Chelsea Prep,GEN ED,32.0,P.S. 042 Benjamin Altman,0.473,0.527,0.9329999999999999,0.012,0.04,0.0,0.015,0.52,2.49,0.75,P.S. 042 Benjamin Altman,7.6,7.5,7.8,8.3,,7.7456046748,4400417
02M042,5,2011,127,713,1,0.8,13,10.2,38,29.9,75,59.1,113,89,Public,M,P.S. 033 Chelsea Prep,GEN ED,10.0,P.S. 042 Benjamin Altman,0.473,0.527,0.9329999999999999,0.012,0.04,0.0,0.015,0.52,2.49,0.75,P.S. 042 Benjamin Altman,7.6,7.5,7.8,8.3,,7.7456046748,4400417
02M051,3,2011,56,686,3,5.4,23,41.1,21,37.5,9,16.1,30,53.6,Public,M,P.S. 041 Greenwich Village,GEN ED,19.0,P.S. 051 Elias Howe,0.469,0.531,0.156,0.115,0.56,0.024,0.145,0.35,1.09,0.5,P.S. 051 Elias Howe,8.0,8.2,8.9,9.0,,7.7456046748,1941030
02M051,4,2011,49,695,1,2,9,18.4,26,53.1,13,26.5,39,79.6,Public,M,P.S. 041 Greenwich Village,GEN ED,25.0,P.S. 051 Elias Howe,0.469,0.531,0.156,0.115,0.56,0.024,0.145,0.35,1.09,0.5,P.S. 051 Elias Howe,8.0,8.2,8.9,9.0,,7.7456046748,1941030
02M051,5,2011,51,697,0,0,11,21.6,21,41.2,19,37.3,40,78.4,Public,,,,21.7807618129,P.S. 051 Elias Howe,0.469,0.531,0.156,0.115,0.56,0.024,0.145,0.35,1.09,0.5,P.S. 051 Elias Howe,8.0,8.2,8.9,9.0,,7.7456046748,1941030
02M059,3,2011,82,702,1,1.2,6,7.3,49,59.8,26,31.7,75,91.5,Public,M,P.S. 042 Benjamin Altman,GEN ED,28.0,P.S. 059 Beekman Hill International,0.478,0.522,0.127,0.046,0.16899999999999998,0.06,0.598,,2.44092982963,,P.S. 059 Beekman Hill International,8.5,8.6,8.1,8.9,,7.7456046748,2811101
02M059,3,2011,82,702,1,1.2,6,7.3,49,59.8,26,31.7,75,91.5,Public,M,P.S. 042 Benjamin Altman,GEN ED,29.0,P.S. 059 Beekman Hill International,0.478,0.522,0.127,0.046,0.16899999999999998,0.06,0.598,,2.44092982963,,P.S. 059 Beekman Hill International,8.5,8.6,8.1,8.9,,7.7456046748,2811101
02M059,4,2011,70,722,0,0,8,11.4,15,21.4,47,67.1,62,88.6,Public,,,,21.7807618129,P.S. 059 Beekman Hill International,0.478,0.522,0.127,0.046,0.16899999999999998,0.06,0.598,,2.44092982963,,P.S. 059 Beekman Hill International,8.5,8.6,8.1,8.9,,7.7456046748,2811101
02M059,5,2011,64,710,0,0,6,9.4,18,28.1,40,62.5,58,90.6,Public,M,47 The American Sign Language and English Secondary School,GEN ED,26.0,P.S. 059 Beekman Hill International,0.478,0.522,0.127,0.046,0.16899999999999998,0.06,0.598,,2.44092982963,,P.S. 059 Beekman Hill International,8.5,8.6,8.1,8.9,,7.7456046748,2811101
02M059,5,2011,64,710,0,0,6,9.4,18,28.1,40,62.5,58,90.6,Public,M,47 The American Sign Language and English Secondary School,GEN ED,28.0,P.S. 059 Beekman Hill International,0.478,0.522,0.127,0.046,0.16899999999999998,0.06,0.598,,2.44092982963,,P.S. 059 Beekman Hill International,8.5,8.6,8.1,8.9,,7.7456046748,2811101
02M077,3,2011,57,722,0,0,1,1.8,14,24.6,42,73.7,56,98.2,Public,M,47 The American Sign Language and English Secondary School,GEN ED,28.0,P.S. 77 Lower Lab School,0.5429999999999999,0.457,0.159,0.031,0.08800000000000001,0.04,0.682,,2.44092982963,,P.S. 77 Lower Lab School,8.2,8.4,7.5,8.9,,7.7456046748,1717021
02M077,4,2011,62,725,4,6.5,2,3.2,5,8.1,51,82.3,56,90.3,Public,M,47 The American Sign Language and English Secondary School,GEN ED,28.0,P.S. 77 Lower Lab School,0.5429999999999999,0.457,0.159,0.031,0.08800000000000001,0.04,0.682,,2.44092982963,,P.S. 77 Lower Lab School,8.2,8.4,7.5,8.9,,7.7456046748,1717021
