DBN,Grade,Year,Number_Tested,Mean_Scale_Score,Num_Level1,Pct_Level1,Num_Level2,Pct_Level2,Num_Level3,Pct_Level3,Num_Level4,Pct_Level4,Num_Level3_and4,Pct_Level3_and4,School_Type,School_Name_x,Borough,Program_Type,Average_Class_Size,School_Name_y,Female_Percentage,Male_Percentage,Asian_Percentage,Black_Percentage,Hispanic_Percentage,Other_Percentage,White_Percentage,Avg_Major_N,Avg_No_Crim_N,Avg_Vio_N,School_Name,Eng_p_11,Aca_p_11,Eng_t_11,Aca_t_11,Eng_s_11,Aca_s_11,Funding
01M015,3,2011,28,671,10,35.7,13,46.4,5,17.9,0,0,5,17.9,Public,M,P.S. 015 Roberto Clemente,GEN ED,12.0,P.S. 015 Roberto Clemente,0.44299999999999995,0.557,0.064,0.369,0.542,0.005,0.02,0.43,1.23,0.41,P.S. 015 Roberto Clemente,7.5,7.8,7.6,7.9,,7.7456046748,1560936
01M015,4,2011,28,668,3,10.7,14,50,9,32.1,2,7.1,11,39.3,Public,M,P.S. 015 Roberto Clemente,GEN ED,13.0,P.S. 015 Roberto Clemente,0.44299999999999995,0.557,0.064,0.369,0.542,0.005,0.02,0.43,1.23,0.41,P.S. 015 Roberto Clemente,7.5,7.8,7.6,7.9,,7.7456046748,1560936
01M015,5,2011,25,667,5,20,8,32,12,48,0,0,12,48,Public,M,P.S. 015 Roberto Clemente,GEN ED,27.0,P.S. 015 Roberto Clemente,0.44299999999999995,0.557,0.064,0.369,0.542,0.005,0.02,0.43,1.23,0.41,P.S. 015 Roberto Clemente,7.5,7.8,7.6,7.9,,7.7456046748,1560936
01M019,3,2011,34,679,2,5.9,23,67.6,7,20.6,2,5.9,9,26.5,Public,M,P.S. 019 Asher Levy,GEN ED,17.5,P.S. 019 Asher Levy,0.527,0.473,0.146,0.271,0.473,0.015,0.095,,2.44092982963,,P.S. 019 Asher Levy,7.6,7.8,8.9,9.1,,7.7456046748,1801509
01M019,4,2011,39,681,2,5.1,11,28.2,22,56.4,4,10.3,26,66.7,Public,M,P.S. 019 Asher Levy,GEN ED,22.0,P.S. 019 Asher Levy,0.527,0.473,0.146,0.271,0.473,0.015,0.095,,2.44092982963,,P.S. 019 Asher Levy,7.6,7.8,8.9,9.1,,7.7456046748,1801509
01M019,4,2011,39,681,2,5.1,11,28.2,22,56.4,4,10.3,26,66.7,Public,M,P.S. 019 Asher Levy,GEN ED,24.0,P.S. 019 Asher Levy,0.527,0.473,0.146,0.271,0.473,0.015,0.095,,2.44092982963,,P.S. 019 Asher Levy,7.6,7.8,8.9,9.1,,7.7456046748,1801509
01M019,5,2011,39,688,0,0,12,30.8,19,48.7,8,20.5,27,69.2,Public,M,P.S. 019 Asher Levy,GEN ED,21.0,P.S. 019 Asher Levy,0.527,0.473,0.146,0.271,0.473,0.015,0.095,,2.44092982963,,P.S. 019 Asher Levy,7.6,7.8,8.9,9.1,,7.7456046748,1801509
01M020,3,2011,81,682,7,8.6,29,35.8,39,48.1,6,7.4,45,55.6,Public,M,P.S. 020 Anna Silver,GEN ED,19.0,P.S. 020 Anna Silver,0.467,0.5329999999999999,0.282,0.08199999999999999,0.598,0.011000000000000001,0.027000000000000003,0.33,1.76,0.59,P.S. 020 Anna Silver,8.3,8.6,6.8,7.5,,7.7456046748,3216429
01M020,4,2011,95,679,7,7.4,36,37.9,36,37.9,16,16.8,52,54.7,Public,M,P.S. 020 Anna Silver,GEN ED,23.3,P.S. 020 Anna Silver,0.467,0.5329999999999999,0.282,0.08199999999999999,0.598,0.011000000000000001,0.027000000000000003,0.33,1.76,0.59,P.S. 020 Anna Silver,8.3,8.6,6.8,7.5,,7.7456046748,3216429
01M020,5,2011,82,687,5,6.1,22,26.8,34,41.5,21,25.6,55,67.1,Public,M,P.S. 020 Anna Silver,GEN ED,28.5,P.S. 020 Anna Silver,0.467,0.5329999999999999,0.282,0.08199999999999999,0.598,0.011000000000000001,0.027000000000000003,0.33,1.76,0.59,P.S. 020 Anna Silver,8.3,8.6,6.8,7.5,,7.7456046748,3216429
01M020,5,2011,82,687,5,6.1,22,26.8,34,41.5,21,25.6,55,67.1,Public,M,P.S. 020 Anna Silver,GEN ED,11.3,P.S. 020 Anna Silver,0.467,0.5329999999999999,0.282,0.08199999999999999,0.598,0.011000000000000001,0.027000000000000003,0.33,1.76,0.59,P.S. 020 Anna Silver,8.3,8.6,6.8,7.5,,7.7456046748,3216429
01M034,3,2011,27,708,0,0,0,0,17,63,10,37,27,100,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,14.0,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,4,2011,35,685,0,0,14,40,14,40,7,20,21,60,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,19.0,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,5,2011,37,675,2,5.4,15,40.5,16,43.2,4,10.8,20,54.1,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,19.0,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,6,2011,44,682,2,4.5,9,20.5,24,54.5,9,20.5,33,75,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,27.0,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,7,2011,55,664,6,10.9,24,43.6,22,40,3,5.5,25,45.5,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,27.0,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,8,2011,48,646,15,31.3,22,45.8,11,22.9,0,0,11,22.9,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,25.0,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,8,2011,48,646,15,31.3,22,45.8,11,22.9,0,0,11,22.9,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,25.3,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,8,2011,48,646,15,31.3,22,45.8,11,22.9,0,0,11,22.9,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,25.3,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,8,2011,48,646,15,31.3,22,45.8,11,22.9,0,0,11,22.9,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,25.7,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,8,2011,48,646,15,31.3,22,45.8,11,22.9,0,0,11,22.9,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,25.7,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M034,8,2011,48,646,15,31.3,22,45.8,11,22.9,0,0,11,22.9,Public,M,P.S. 034 Franklin D. Roosevelt,GEN ED,25.7,P.S. 034 Franklin D. Roosevelt,0.494,0.506,0.069,0.20600000000000002,0.687,0.013000000000000001,0.025,0.35,1.09,0.5,P.S. 034 Franklin D. Roosevelt,8.0,8.5,6.8,7.8,6.5,7.4,3065790
01M063,3,2011,23,682,0,0,13,56.5,9,39.1,1,4.3,10,43.5,Public,M,P.S. 063 William McKinley,GEN ED,10.0,P.S. 063 William McKinley,0.425,0.575,0.07200000000000001,0.188,0.624,0.011000000000000001,0.105,,2.44092982963,,P.S. 063 William McKinley,8.1,7.9,7.8,8.1,,7.7456046748,1657882
01M063,4,2011,21,696,1,4.8,5,23.8,5,23.8,10,47.6,15,71.4,Public,,,,21.7807618129,P.S. 063 William McKinley,0.425,0.575,0.07200000000000001,0.188,0.624,0.011000000000000001,0.105,,2.44092982963,,P.S. 063 William McKinley,8.1,7.9,7.8,8.1,,7.7456046748,1657882
01M063,5,2011,33,688,3,9.1,8,24.2,10,30.3,12,36.4,22,66.7,Public,M,P.S. 063 William McKinley,GEN ED,18.0,P.S. 063 William McKinley,0.425,0.575,0.07200000000000001,0.188,0.624,0.011000000000000001,0.105,,2.44092982963,,P.S. 063 William McKinley,8.1,7.9,7.8,8.1,,7.7456046748,1657882
01M064,3,2011,33,673,9,27.3,14,42.4,10,30.3,0,0,10,30.3,Public,M,P.S. 064 Robert Simon,GEN ED,16.0,P.S. 064 Robert Simon,0.444,0.556,0.068,0.245,0.621,0.022000000000000002,0.043,,2.44092982963,,P.S. 064 Robert Simon,8.2,8.5,8.3,8.5,,7.7456046748,2274168
01M064,4,2011,47,666,4,8.5,27,57.4,14,29.8,2,4.3,16,34,Public,M,P.S. 064 Robert Simon,GEN ED,22.0,P.S. 064 Robert Simon,0.444,0.556,0.068,0.245,0.621,0.022000000000000002,0.043,,2.44092982963,,P.S. 064 Robert Simon,8.2,8.5,8.3,8.5,,7.7456046748,2274168
01M064,5,2011,49,677,4,8.2,18,36.7,20,40.8,7,14.3,27,55.1,Public,M,P.S. 064 Robert Simon,GEN ED,9.5,P.S. 064 Robert Simon,0.444,0.556,0.068,0.245,0.621,0.022000000000000002,0.043,,2.44092982963,,P.S. 064 Robert Simon,8.2,8.5,8.3,8.5,,7.7456046748,2274168
01M110,3,2011,69,695,0,0,18,26.1,34,49.3,17,24.6,51,73.9,Public,M,P.S. 110 Florence Nightingale,GEN ED,26.0,P.S. 110 Florence Nightingale,0.49200000000000005,0.508,0.131,0.149,0.455,0.016,0.248,0.35,1.09,0.5,P.S. 110 Florence Nightingale,7.6,7.7,5.7,6.5,,7.7456046748,2559804
01M110,4,2011,73,697,4,5.5,16,21.9,18,24.7,35,47.9,53,72.6,Public,M,P.S. 110 Florence Nightingale,GEN ED,23.0,P.S. 110 Florence Nightingale,0.49200000000000005,0.508,0.131,0.149,0.455,0.016,0.248,0.35,1.09,0.5,P.S. 110 Florence Nightingale,7.6,7.7,5.7,6.5,,7.7456046748,2559804
01M110,5,2011,53,696,0,0,13,24.5,22,41.5,18,34,40,75.5,Public,M,P.S. 110 Florence Nightingale,GEN ED,28.0,P.S. 110 Florence Nightingale,0.49200000000000005,0.508,0.131,0.149,0.455,0.016,0.248,0.35,1.09,0.5,P.S. 110 Florence Nightingale,7.6,7.7,5.7,6.5,,7.7456046748,2559804
01M110,5,2011,53,696,0,0,13,24.5,22,41.5,18,34,40,75.5,Public,M,P.S. 110 Florence Nightingale,GEN ED,10.0,P.S. 110 Florence Nightingale,0.49200000000000005,0.508,0.131,0.149,0.455,0.016,0.248,0.35,1.09,0.5,P.S. 110 Florence Nightingale,7.6,7.7,5.7,6.5,,7.7456046748,2559804
01M134,3,2011,57,682,5,8.8,28,49.1,21,36.8,3,5.3,24,42.1,Public,,,,21.7807618129,P.S. 134 Henrietta Szold,0.528,0.47200000000000003,0.253,0.19699999999999998,0.539,0.003,0.008,,2.44092982963,,P.S. 134 Henrietta Szold,8.0,7.9,6.5,7.3,,7.7456046748,2243799
01M134,4,2011,40,687,1,2.5,11,27.5,19,47.5,9,22.5,28,70,Public,,,,21.7807618129,P.S. 134 Henrietta Szold,0.528,0.47200000000000003,0.253,0.19699999999999998,0.539,0.003,0.008,,2.44092982963,,P.S. 134 Henrietta Szold,8.0,7.9,6.5,7.3,,7.7456046748,2243799
01M134,5,2011,59,680,5,8.5,15,25.4,34,57.6,5,8.5,39,66.1,Public,M,P.S. 134 Henrietta Szold,GEN ED,9.0,P.S. 134 Henrietta Szold,0.528,0.47200000000000003,0.253,0.19699999999999998,0.539,0.003,0.008,,2.44092982963,,P.S. 134 Henrietta Szold,8.0,7.9,6.5,7.3,,7.7456046748,2243799
01M137,3,2011,35,673,7,20,14,40,11,31.4,3,8.6,14,40,Public,M,P.S. 134 Henrietta Szold,GEN ED,16.5,P.S. 137 John L. Bernstein,0.496,0.504,0.172,0.267,0.5429999999999999,0.0,0.017,,2.44092982963,,P.S. 137 John L. Bernstein,8.0,8.2,6.1,6.9,,7.7456046748,1800663
01M137,4,2011,28,666,4,14.3,10,35.7,11,39.3,3,10.7,14,50,Public,M,P.S. 134 Henrietta Szold,GEN ED,14.0,P.S. 137 John L. Bernstein,0.496,0.504,0.172,0.267,0.5429999999999999,0.0,0.017,,2.44092982963,,P.S. 137 John L. Bernstein,8.0,8.2,6.1,6.9,,7.7456046748,1800663
01M137,4,2011,28,666,4,14.3,10,35.7,11,39.3,3,10.7,14,50,Public,M,P.S. 134 Henrietta Szold,GEN ED,19.0,P.S. 137 John L. Bernstein,0.496,0.504,0.172,0.267,0.5429999999999999,0.0,0.017,,2.44092982963,,P.S. 137 John L. Bernstein,8.0,8.2,6.1,6.9,,7.7456046748,1800663
01M137,5,2011,26,674,3,11.5,11,42.3,8,30.8,4,15.4,12,46.2,Public,,,,21.7807618129,P.S. 137 John L. Bernstein,0.496,0.504,0.172,0.267,0.5429999999999999,0.0,0.017,,2.44092982963,,P.S. 137 John L. Bernstein,8.0,8.2,6.1,6.9,,7.7456046748,1800663
01M140,3,2011,25,668,9,36,13,52,2,8,1,4,3,12,Public,M,P.S. 137 John L. Bernstein,GEN ED,25.0,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,4,2011,24,690,0,0,4,16.7,16,66.7,4,16.7,20,83.3,Public,M,P.S. 137 John L. Bernstein,GEN ED,14.0,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,5,2011,35,660,6,17.1,22,62.9,5,14.3,2,5.7,7,20,Public,M,P.S. 137 John L. Bernstein,GEN ED,31.0,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,6,2011,64,666,6,9.4,32,50,23,35.9,3,4.7,26,40.6,Public,,,,21.7807618129,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,7,2011,53,667,5,9.4,21,39.6,22,41.5,5,9.4,27,50.9,Public,M,P.S. 140 Nathan Straus,GEN ED,27.5,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,8,2011,61,665,1,1.6,43,70.5,17,27.9,0,0,17,27.9,Public,M,P.S. 140 Nathan Straus,GEN ED,29.5,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,8,2011,61,665,1,1.6,43,70.5,17,27.9,0,0,17,27.9,Public,M,P.S. 140 Nathan Straus,GEN ED,7.3,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,8,2011,61,665,1,1.6,43,70.5,17,27.9,0,0,17,27.9,Public,M,P.S. 140 Nathan Straus,GEN ED,29.0,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,8,2011,61,665,1,1.6,43,70.5,17,27.9,0,0,17,27.9,Public,M,P.S. 140 Nathan Straus,GEN ED,29.0,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,8,2011,61,665,1,1.6,43,70.5,17,27.9,0,0,17,27.9,Public,M,P.S. 140 Nathan Straus,GEN ED,28.7,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,8,2011,61,665,1,1.6,43,70.5,17,27.9,0,0,17,27.9,Public,M,P.S. 140 Nathan Straus,GEN ED,30.0,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M140,8,2011,61,665,1,1.6,43,70.5,17,27.9,0,0,17,27.9,Public,M,P.S. 140 Nathan Straus,GEN ED,30.0,P.S. 140 Nathan Straus,0.489,0.511,0.035,0.141,0.8009999999999999,0.005,0.018000000000000002,0.35,1.09,0.5,P.S. 140 Nathan Straus,8.1,8.4,6.3,7.3,7.5,8.0,2474219
01M142,3,2011,56,688,2,3.6,21,37.5,26,46.4,7,12.5,33,58.9,Public,,,,21.7807618129,P.S. 142 Amalia Castro,0.519,0.48100000000000004,0.063,0.135,0.753,0.016,0.033,,2.44092982963,,P.S. 142 Amalia Castro,8.1,8.3,7.8,8.1,,7.7456046748,2454488
01M142,4,2011,59,669,4,6.8,30,50.8,24,40.7,1,1.7,25,42.4,Public,,,,21.7807618129,P.S. 142 Amalia Castro,0.519,0.48100000000000004,0.063,0.135,0.753,0.016,0.033,,2.44092982963,,P.S. 142 Amalia Castro,8.1,8.3,7.8,8.1,,7.7456046748,2454488
01M142,5,2011,71,673,6,8.5,28,39.4,31,43.7,6,8.5,37,52.1,Public,M,P.S. 142 Amalia Castro,GEN ED,22.5,P.S. 142 Amalia Castro,0.519,0.48100000000000004,0.063,0.135,0.753,0.016,0.033,,2.44092982963,,P.S. 142 Amalia Castro,8.1,8.3,7.8,8.1,,7.7456046748,2454488
01M142,5,2011,71,673,6,8.5,28,39.4,31,43.7,6,8.5,37,52.1,Public,M,P.S. 142 Amalia Castro,GEN ED,10.0,P.S. 142 Amalia Castro,0.519,0.48100000000000004,0.063,0.135,0.753,0.016,0.033,,2.44092982963,,P.S. 142 Amalia Castro,8.1,8.3,7.8,8.1,,7.7456046748,2454488
01M184,3,2011,63,707,0,0,4,6.3,29,46,30,47.6,59,93.7,Public,,,,21.7807618129,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,4,2011,69,729,0,0,0,0,10,14.5,59,85.5,69,100,Public,M,P.S. 142 Amalia Castro,GEN ED,24.3,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,5,2011,67,731,0,0,1,1.5,8,11.9,58,86.6,66,98.5,Public,,,,21.7807618129,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,6,2011,54,729,0,0,0,0,4,7.4,50,92.6,54,100,Public,,,,21.7807618129,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,7,2011,48,731,0,0,0,0,2,4.2,46,95.8,48,100,Public,,,,21.7807618129,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,8,2011,49,727,0,0,0,0,5,10.2,44,89.8,49,100,Public,M,P.S. 184m Shuang Wen,GEN ED,27.3,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,8,2011,49,727,0,0,0,0,5,10.2,44,89.8,49,100,Public,M,P.S. 184m Shuang Wen,GEN ED,18.0,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,8,2011,49,727,0,0,0,0,5,10.2,44,89.8,49,100,Public,M,P.S. 184m Shuang Wen,GEN ED,27.0,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,8,2011,49,727,0,0,0,0,5,10.2,44,89.8,49,100,Public,M,P.S. 184m Shuang Wen,GEN ED,27.6,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M184,8,2011,49,727,0,0,0,0,5,10.2,44,89.8,49,100,Public,M,P.S. 184m Shuang Wen,GEN ED,26.0,P.S. 184m Shuang Wen,0.496,0.504,0.8059999999999999,0.042,0.054000000000000006,0.006,0.092,0.33,1.76,0.59,P.S. 184 Shuang Wen,8.0,8.0,7.2,8.1,7.2,7.7,3002823
01M188,3,2011,27,677,6,22.2,10,37,8,29.6,3,11.1,11,40.7,Public,M,P.S. 184m Shuang Wen,GEN ED,25.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,4,2011,30,677,2,6.7,7,23.3,17,56.7,4,13.3,21,70,Public,M,P.S. 184m Shuang Wen,GEN ED,24.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,5,2011,46,672,4,8.7,18,39.1,20,43.5,4,8.7,24,52.2,Public,M,P.S. 184m Shuang Wen,GEN ED,26.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,5,2011,46,672,4,8.7,18,39.1,20,43.5,4,8.7,24,52.2,Public,M,P.S. 184m Shuang Wen,GEN ED,25.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,6,2011,48,676,7,14.6,14,29.2,17,35.4,10,20.8,27,56.3,Public,M,P.S. 184m Shuang Wen,GEN ED,25.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,6,2011,48,676,7,14.6,14,29.2,17,35.4,10,20.8,27,56.3,Public,M,P.S. 184m Shuang Wen,GEN ED,22.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,7,2011,49,668,3,6.1,27,55.1,10,20.4,9,18.4,19,38.8,Public,M,P.S. 184m Shuang Wen,GEN ED,23.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,7,2011,49,668,3,6.1,27,55.1,10,20.4,9,18.4,19,38.8,Public,M,P.S. 184m Shuang Wen,GEN ED,26.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,8,2011,49,658,10,20.4,26,53.1,10,20.4,3,6.1,13,26.5,Public,M,P.S. 188 The Island School,GEN ED,26.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,8,2011,49,658,10,20.4,26,53.1,10,20.4,3,6.1,13,26.5,Public,M,P.S. 188 The Island School,GEN ED,11.0,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,8,2011,49,658,10,20.4,26,53.1,10,20.4,3,6.1,13,26.5,Public,M,P.S. 188 The Island School,GEN ED,22.3,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,8,2011,49,658,10,20.4,26,53.1,10,20.4,3,6.1,13,26.5,Public,M,P.S. 188 The Island School,GEN ED,22.3,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
01M188,8,2011,49,658,10,20.4,26,53.1,10,20.4,3,6.1,13,26.5,Public,M,P.S. 188 The Island School,GEN ED,22.3,P.S. 188 The Island School,0.474,0.526,0.012,0.302,0.6409999999999999,0.002,0.042,,2.44092982963,,P.S. 188 The Island School,8.2,7.9,5.7,6.4,7.0,7.5,2476121
