School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
2013-14,Q210,27Q210,J.H.S. 210 Elizabeth Blackwell,Q210,93-11 101 AVENUE,Q,27,"1,936",,1,J.H.S. 210 Elizabeth Blackwell,0,4,3,3,0,1751-2000,9C,0.81,5.43,8.48,3.24,2.33
2013-14,Q212,30Q212,P.S. 212,Q212,34-25 82 STREET,Q,30,808,,1,P.S. 212,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q213,26Q213,P.S. 213 The Carl Ullman School,Q213,231-02 67 AVENUE,Q,26,433,,1,P.S. 213 The Carl Ullman School,0,0,1,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q214,25Q214,P.S. 214 Cadwallader Colden,Q214,31-15 140 STREET,Q,25,475,,1,P.S. 214 Cadwallader Colden,1,2,1,3,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q215,27Q362,Wave Preparatory Elementary School,Q362,535 BRIAR PLACE,Q,27,373,535 BRIAR PLACE CONSOLIDATED LOCATION,2,P.S. 215 Lucretia Mott |  Wave Preparatory Elementary School |  535 BRIAR PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q215,27Q215,P.S. 215 Lucretia Mott,Q215,535 BRIAR PLACE,Q,27,163,535 BRIAR PLACE CONSOLIDATED LOCATION,2,P.S. 215 Lucretia Mott |  Wave Preparatory Elementary School |  535 BRIAR PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q215,,535 BRIAR PLACE CONSOLIDATED LOCATION,,535 BRIAR PLACE,Q,27,536,535 BRIAR PLACE CONSOLIDATED LOCATION,2,P.S. 215 Lucretia Mott |  Wave Preparatory Elementary School |  535 BRIAR PLACE CONSOLIDATED LOCATION,0,0,2,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q216,26Q216,J.H.S. 216 George J. Ryan,Q216,64-20 175 STREET,Q,26,"1,364",,1,J.H.S. 216 George J. Ryan,0,1,1,1,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,Q217,28Q217,J.H.S. 217 Robert A. Van Wyck,Q217,85-05 144 STREET,Q,28,"1,631",,1,J.H.S. 217 Robert A. Van Wyck,2,7,4,4,2,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,Q219,25Q219,P.S. 219 Paul Klapper,Q219,144-39 GRAVETT ROAD,Q,25,613,,1,P.S. 219 Paul Klapper,0,1,2,0,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q220,28Q220,P.S. 220 Edward Mandel,Q220,62-10 108 STREET,Q,28,689,,1,P.S. 220 Edward Mandel,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q221,26Q221,P.S. 221 The North Hills School,Q221,57-40 MARATHON PARKWAY,Q,26,641,,1,P.S. 221 The North Hills School,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q222,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Q222,86-15 37 AVENUE,Q,30,343,,1,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q223,27Q223,P.S. 223 Lyndon B. Johnson,Q223,125-20 SUTPHIN BOULEVARD,Q,27,661,,1,P.S. 223 Lyndon B. Johnson,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q225,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,Q318,190 BEACH 110 STREET,Q,27,174,190 BEACH 110 STREET CONSOLIDATED LOCATION,2,WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q225,27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,Q317,190 BEACH 110 STREET,Q,27,441,190 BEACH 110 STREET CONSOLIDATED LOCATION,2,WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q225,,190 BEACH 110 STREET CONSOLIDATED LOCATION,,190 BEACH 110 STREET,Q,27,615,190 BEACH 110 STREET CONSOLIDATED LOCATION,2,WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION,0,0,3,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q226,27Q226,J.H.S. 226 Virgil I. Grissom,Q226,121-10 ROCKAWAY BOULEVARD,Q,27,"1,191",121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1001-1250,6C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q226,27Q297,Hawtree Creek Middle School,Q297,121-10 ROCKAWAY BOULEVARD,Q,27,90,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q226,,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,121-10 ROCKAWAY BOULEVARD,Q,27,"1,281",121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,J.H.S. 226 Virgil I. Grissom |  Hawtree Creek Middle School |  121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,0,7,11,3,3,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,Q227,30Q227,I.S. 227 Louis Armstrong,Q227,32-02 JUNCTION BOULEVARD,Q,30,"1,687",,1,I.S. 227 Louis Armstrong,1,2,3,3,0,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,Q228,30Q228,P.S. 228 Early Childhood Magnet School of the Arts,Q228,32-63 93 STREET,Q,30,370,,1,P.S. 228 Early Childhood Magnet School of the Arts,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q229,24Q229,P.S. 229 Emanuel Kaplan,Q229,67-25 51 ROAD,Q,24,"1,549",,1,P.S. 229 Emanuel Kaplan,0,0,1,0,0,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,Q230,30Q230,I.S. 230,Q230,73-10 34 AVENUE,Q,30,997,,1,I.S. 230,0,4,1,3,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q231,29Q356,Community Voices Middle School,Q356,145-00 SPRINGFIELD BOULEVARD,Q,29,466,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q231,29Q355,Collaborative Arts Middle School,Q355,145-00 SPRINGFIELD BOULEVARD,Q,29,465,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q231,,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,145-00 SPRINGFIELD BOULEVARD,Q,29,931,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,2,Collaborative Arts Middle School |  Community Voices Middle School |  145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,6,3,9,1,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q232,27Q232,P.S. 232 Lindenwood,Q232,153-23 83 STREET,Q,27,"1,068",,1,P.S. 232 Lindenwood,0,0,0,0,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,Q234,30Q234,P.S. 234,Q234,30-15 29 STREET,Q,30,643,30-15 29 STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q234,30Q235,Academy for New Americans,Q235,30-14 30 STREET,Q,30,166,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q234,,30-14 30 STREET CONSOLIDATED LOCATION,,30-14 30 STREET,Q,30,809,30-14 30 STREET CONSOLIDATED LOCATION,2,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,0,1,2,0,1,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q237,25Q237,I.S. 237,Q237,46-21 COLDEN STREET,Q,25,"1,224",46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1001-1250,6C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q237,25Q281,East-West School of International Studies,Q281,46-21 COLDEN STREET,Q,25,643,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q237,,46-21 COLDEN STREET CONSOLIDATED LOCATION,,46-21 COLDEN STREET,Q,25,"1,867",46-21 COLDEN STREET CONSOLIDATED LOCATION,2,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,0,1,0,0,1,1751-2000,9C,0.81,5.43,8.48,3.24,2.33
2013-14,Q238,29Q238,I.S. 238 - Susan B. Anthony Academy,Q238,88-15 182 STREET,Q,29,"1,523",,1,I.S. 238 - Susan B. Anthony Academy,0,4,3,0,3,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,Q239,24Q239,P.S. 239,Q239,17-15 WEIRFIELD STREET,Q,24,696,,1,P.S. 239,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q242,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Q242,29-66 137 STREET,Q,25,409,,1,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q244,25Q244,The Active Learning Elementary School,Q244,137-20 FRANKLIN AVENUE,Q,25,428,,1,The Active Learning Elementary School,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q245,24Q305,Learners and Leaders,Q305,378 SENECA AVENUE,Q,24,415,,1,Learners and Leaders,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q247,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",Q128,69-10 65th Drive,Q,24,909,,1,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",0,1,0,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q251,29Q251,P.S. 251 Queens,Q251,144-51 ARTHUR STREET,Q,29,333,,1,P.S. 251 Queens,0,0,1,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q253,27Q253,P.S. 253,Q253,1307 CENTRAL AVENUE,Q,27,511,,1,P.S. 253,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q254,27Q254,P.S. 254 - The Rosa Parks School,Q254,84-40 101 STREET,Q,27,654,,1,P.S. 254 - The Rosa Parks School,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q260,24Q307,Pioneer Academy,Q307,40-20 100TH STREET,Q,24,974,,1,Pioneer Academy,1,1,0,2,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q262,27Q306,New York City Academy for Discovery,Q306,95-16 89TH AVENUE,Q,27,479,,1,New York City Academy for Discovery,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q263,29Q295,P.S./I.S. 295,Q295,222-14 JAMAICA AVENUE,Q,29,556,,1,P.S./I.S. 295,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q266,26Q266,P.S. / I.S. 266,Q266,74-10 COMMONWEALTH BOULEVARD,Q,26,689,,1,P.S. / I.S. 266,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q268,29Q268,PS/IS 268,Q268,92-07 175 STREET,Q,29,608,,1,PS/IS 268,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q269,24Q211,Elm Tree Elementary School,Q211,86-37 53RD AVENUE,Q,24,145,,1,Elm Tree Elementary School,0,0,0,0,0,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,Q270,29Q270,The Gordon Parks School,Q270,233-15 MERRICK BOULEVARD,Q,29,667,,1,The Gordon Parks School,0,1,2,0,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q273,27Q273,P.S. 273,Q273,88-07 102ND STREET,Q,27,254,,1,P.S. 273,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q276,28Q048,P.S. 048 William Wordsworth,Q048,108-29 155 STREET,Q,28,505,,1,P.S. 048 William Wordsworth,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q277,28Q182,P.S. 182 Samantha Smith,Q182,153-27 88TH AVENUE,Q,28,951,,1,P.S. 182 Samantha Smith,0,0,2,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q280,30Q280,P.S. 280,Q280,34-20 94TH STREET,Q,30,478,,1,P.S. 280,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q287,24Q330,P.S. 330,Q330,110-08 NORTHERN BOULEVARD,Q,24,381,,1,P.S. 330,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,Q292,30Q092,P.S. 092 Harry T. Stewart Sr.,Q092,99-01 34 AVENUE,Q,30,896,,1,P.S. 092 Harry T. Stewart Sr.,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q329,30Q329,East Elmhurst Community School,Q329,26-25 97TH STREET,Q,30,74,,1,East Elmhurst Community School,0,0,1,0,0,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,Q400,27Q261,Voyages Prep - South Queens,Q261,156-10 BAISLEY BOULEVARD,Q,27,150,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q400,27Q400,August Martin High School,Q400,156-10 BAISLEY BOULEVARD,Q,27,838,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,751-1000,5C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q400,88Q995      ,ALC - August Martin HS,Q995,156-10 BAISLEY BOULEVARD,Q,27,,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q400,,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,156-10 BAISLEY BOULEVARD,Q,27,988,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,3,Voyages Prep - South Queens| August Martin High School| ALC - August Martin HS| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,5,9,9,4,8,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q404,75Q277,The Riverview School,Q277,1-50 51ST AVENUE,Q,30,84,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q404,30Q291,Hunters Point Community Middle School,Q291,1-50 51ST AVENUE,Q,30,98,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q404,30Q301,Academy for Careers in Television and Film,Q301,1-50 51ST AVENUE,Q,30,470,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q404,,1-50 51ST AVENUE CONSOLIDATED LOCATION,,1-50 51ST AVENUE,Q,30,652,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,1,2,2,3,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,Q405,26Q495,Bayside High School,Q495,32-24 CORPORAL KENNEDY STREET,Q,26,"3,241",,1,Bayside High School,3,11,11,9,4,3001-4000,12C,2.13,9.06,14.50,6.06,3.56
2013-14,Q410,27Q324,Rockaway Park High School for Environmental Sustai,Q324,100-00 BEACH CHANNEL DRIVE,Q,27,354,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q410,27Q351,Rockaway Collegiate High School,Q351,100-00 BEACH CHANNEL DRIVE,Q,27,312,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q410,27Q262,Channel View School for Research,Q262,100-00 BEACH CHANNEL DRIVE,Q,27,642,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q410,27Q410,Beach Channel High School,Q410,100-00 BEACH CHANNEL DRIVE,Q,27,151,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q410,,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,100-00 BEACH CHANNEL DRIVE,Q,27,"1,459",100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,Channel View School for Research |  Rockaway Park High School for Environmental Sustai |  Rockaway Collegiate High School |  Beach Channel High School |  100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4,11,20,9,5,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,Q415,26Q415,Benjamin N. Cardozo High School,Q415,57-00 223RD STREET,Q,26,"3,628",,1,Benjamin N. Cardozo High School,8,16,12,16,5,3001-4000,12C,2.13,9.06,14.50,6.06,3.56
2013-14,Q420,29Q248,Queens Preparatory Academy,Q248,143-10 SPRINGFIELD BOULEVARD,Q,29,454,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q420,29Q283,Preparatory Academy for Writers: A College Board S,Q283,143-10 SPRINGFIELD BOULEVARD,Q,29,522,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q420,29Q272,George Washington Carver High School for the Scien,Q272,143-10 SPRINGFIELD BOULEVARD,Q,29,498,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q420,29Q265,Excelsior Preparatory High School,Q265,143-10 SPRINGFIELD BOULEVARD,Q,29,478,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q420,,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,143-10 SPRINGFIELD BOULEVARD,Q,29,"1,952",143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,0,4,15,2,1,1751-2000,9C,0.81,5.43,8.48,3.24,2.33
2013-14,Q425,25Q425,John Bowne High School,Q425,63-25 MAIN STREET,Q,25,"3,722",,1,John Bowne High School,2,9,32,6,3,3001-4000,12C,2.13,9.06,14.50,6.06,3.56
2013-14,Q430,26Q430,Francis Lewis High School,Q430,58-20 UTOPIA PARKWAY,Q,26,"4,058",,1,Francis Lewis High School,3,3,4,4,2,4000+,13C,1.80,7.80,7.60,6.20,2.20
2013-14,Q435,26Q435,Martin Van Buren High School,Q435,230-17 HILLSIDE AVENUE,Q,26,"2,096",,1,Martin Van Buren High School,2,11,26,7,5,2001-2500,10C,2.39,7.89,13.67,5.22,3.94
2013-14,Q440,28Q440,Forest Hills High School,Q440,67-01 110 STREET,Q,28,"3,800",,1,Forest Hills High School,0,9,10,6,0,3001-4000,12C,2.13,9.06,14.50,6.06,3.56
2013-14,Q445,30Q445,William Cullen Bryant High School,Q445,48-10 31 AVENUE,Q,30,"2,627",,1,William Cullen Bryant High School,1,12,9,7,4,2501-3000,11C,2.93,12.33,31.53,6.47,5.13
2013-14,Q450,30Q555,Newcomers High School,Q555,28-01 41 AVENUE,Q,30,929,,1,Newcomers High School,0,2,3,2,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q451,30Q575,Academy of American Studies,Q575,28-04 41 AVENUE,Q,30,810,,1,Academy of American Studies,0,0,2,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,Q452,30Q450,Long Island City High School,Q450,14-30 BROADWAY,Q,30,"2,520",,1,Long Island City High School,0,5,14,2,1,2501-3000,11C,2.93,12.33,31.53,6.47,5.13
2013-14,Q455,24Q455,Newtown High School,Q455,48-01 90 STREET,Q,24,"2,003",48-01 90 STREET CONSOLIDATED LOCATION,2,International High School for Health Sciences |  Newtown High School |  48-01 90 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2001-2500,10C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q455,24Q236,International High School for Health Sciences,Q236,48-01 90 STREET,Q,24,50,48-01 90 STREET CONSOLIDATED LOCATION,2,International High School for Health Sciences |  Newtown High School |  48-01 90 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q455,,48-01 90 STREET CONSOLIDATED LOCATION,,48-01 90 STREET,Q,24,"2,053",48-01 90 STREET CONSOLIDATED LOCATION,2,International High School for Health Sciences |  Newtown High School |  48-01 90 STREET CONSOLIDATED LOCATION,0,4,9,3,1,2001-2500,10C,2.39,7.89,13.67,5.22,3.94
2013-14,Q456,24Q457,HS Arts & Business Yabc,Q457,105-25 HORACE HARDING EXPY N,Q,24,281,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,HS Arts & Business Yabc |  High School for Arts and Business |  105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,Q456,24Q550,High School for Arts and Business,Q550,105-25 HORACE HARDING EXPY N,Q,24,887,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,HS Arts & Business Yabc |  High School for Arts and Business |  105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,751-1000,5C,#N/A,#N/A,#N/A,#N/A,#N/A
